"property_id";"location_id";"page_url";"property_type";"price";"location";"city";"province_name";"latitude";"longitude";"baths";"area";"purpose";"bedrooms";"date_added";"agency";"agent"
7931376;1023;"https://www.zameen.com/Property/lahore_fateh_garh_5_25_marla_fully_furnished_house_for_sale_at_fateh_garh-7931376-1023-1.html";"House";12000000;"Fateh Garh";"Lahore";"Punjab";31.566314252841;74.408243894577;4;"5.2 Marla";"For Sale";4;"07-03-2019";"";""
7931760;325;"https://www.zameen.com/Property/lahore_mustafa_town_house_is_available_for_sale-7931760-325-1.html";"House";12500000;"Mustafa Town";"Lahore";"Punjab";31.495579;74.273386;5;"5 Marla";"For Sale";3;"07-03-2019";"";""
7938481;8182;"https://www.zameen.com/Property/air_avenue_air_avenue_block_m_10_marla_house_at_m_block_behind_park_phase_8-7938481-8182-1.html";"House";22000000;"DHA Defence";"Lahore";"Punjab";31.508679;74.437326;5;"10 Marla";"For Sale";4;"07-03-2019";"";""
7939462;3672;"https://www.zameen.com/Property/cantt_khuda_bux_colony_14_marla_house_for_sale-7939462-3672-1.html";"House";16000000;"Cantt";"Lahore";"Punjab";31.489396742517;74.417273551226;0;"14 Marla";"For Sale";0;"07-03-2019";"";""
7944736;1550;"https://www.zameen.com/Property/model_town_model_town_block_d_double_storey_house_at_model_town_prime_location-7944736-1550-1.html";"House";160000000;"Model Town";"Lahore";"Punjab";31.48944048556;74.319924116135;3;"3 Kanal";"For Sale";4;"07-03-2019";"";""
7945024;8469;"https://www.zameen.com/Property/raiwind_road_icon_valley_phase_1_brand_new_double_storey_house_for_sale_in_icon_valley-7945024-8469-1.html";"House";13000000;"Raiwind Road";"Lahore";"Punjab";31.318439;74.225283;0;"7 Marla";"For Sale";4;"07-03-2019";"";""
7948236;7;"https://www.zameen.com/Property/lahore_gulberg_6_kanal_bungalow_near_to_jail_road_gulberg_lahore-7948236-7-1.html";"House";350000000;"Gulberg";"Lahore";"Punjab";31.522361;74.347172;8;"6 Kanal";"For Sale";7;"06-18-2019";"Ahsan Estate";"Amir Nazeer"
7948280;4140;"https://www.zameen.com/Property/pcsir_housing_scheme_pcsir_housing_scheme_phase_2_10_marla_prime_location_house_at_b_block-7948280-4140-1.html";"House";21500000;"PCSIR Housing Scheme";"Lahore";"Punjab";31.453268014244;74.266304075718;4;"10 Marla";"For Sale";5;"07-03-2019";"";""
7948765;781;"https://www.zameen.com/Property/lahore_military_accounts_housing_society_8_marla_personal_house_constructed_for_sale_facing_park-7948765-781-1.html";"House";13800000;"Military Accounts Housing Society";"Lahore";"Punjab";31.41844350492;74.282971322536;6;"8 Marla";"For Sale";5;"07-03-2019";"";""
7950370;153;"https://www.zameen.com/Property/lahore_walton_road_abid_road_2_5_marla_house-7950370-153-1.html";"House";5000000;"Walton Road";"Lahore";"Punjab";31.477098;74.357271;2;"2.5 Marla";"For Sale";2;"07-03-2019";"";""
7950489;10507;"https://www.zameen.com/Property/gt_road_al_raheem_gardens_phase_5_3_5_marla_modern_house_for_sale-7950489-10507-1.html";"House";7500000;"GT Road";"Lahore";"Punjab";31.597241138821;74.474582970142;5;"3.5 Marla";"For Sale";4;"07-03-2019";"";""
7952405;10375;"https://www.zameen.com/Property/lahore_harbanspura_road_7_5_marla_house_for_sale-7952405-10375-1.html";"House";18000000;"Harbanspura Road";"Lahore";"Punjab";31.560697;74.421326;8;"7.5 Marla";"For Sale";5;"07-03-2019";"";""
7952811;1618;"https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_j_brand_new_designer_built_house-7952811-1618-1.html";"House";23500000;"DHA Defence";"Lahore";"Punjab";31.48116;74.456792;0;"7 Marla";"For Sale";0;"07-03-2019";"";""
7956233;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_villa_for_sale-7956233-1448-1.html";"House";50000000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;6;"1 Kanal";"For Sale";6;"07-03-2019";"";""
7964591;3568;"https://www.zameen.com/Property/audit_accounts_phase_1_audit_accounts_phase_1_block_d_grey_structure_for_sale-7964591-3568-1.html";"House";8000000;"Audit & Accounts Housing Society";"Lahore";"Punjab";31.39537;74.269123;0;"8 Marla";"For Sale";0;"07-03-2019";"";""
7974267;3989;"https://www.zameen.com/Property/jubilee_town_jubilee_town_block_e_5_marla_house_for_sale-7974267-3989-1.html";"House";10000000;"Jubilee Town";"Lahore";"Punjab";31.409802;74.193678;5;"5 Marla";"For Sale";4;"07-03-2019";"";""
7974502;4137;"https://www.zameen.com/Property/park_view_villas_park_view_villas_topaz_block_5_marla_house_for_urgent_sale-7974502-4137-1.html";"House";9150000;"Park View Villas";"Lahore";"Punjab";31.455172;74.202454;3;"5 Marla";"For Sale";4;"07-03-2019";"";""
7975475;1517;"https://www.zameen.com/Property/lahore_t_t_aabpara_housing_society_4_marla_house_for_sale-7975475-1517-1.html";"House";7500000;"T & T Aabpara Housing Society";"Lahore";"Punjab";31.413355;74.239926;3;"4 Marla";"For Sale";3;"07-03-2019";"";""
7978282;4258;"https://www.zameen.com/Property/township_township_sector_c1_semi_commercial_property_for_sale-7978282-4258-1.html";"House";60000000;"Township";"Lahore";"Punjab";31.444334;74.304698;6;"2 Kanal";"For Sale";6;"07-03-2019";"";""
7985660;3731;"https://www.zameen.com/Property/eden_eden_lane_villas_ground_floor_apartment_for_sale_in_edanabad_d_sec-7985660-3731-1.html";"Flat";2500000;"Eden";"Lahore";"Punjab";31.403473;74.196754;2;"3 Marla";"For Sale";2;"08-07-2018";"";""
7987111;3672;"https://www.zameen.com/Property/cantt_khuda_bux_colony_4_marla_triple_story_brand_new_house_for_sale-7987111-3672-1.html";"House";12000000;"Cantt";"Lahore";"Punjab";31.492682;74.42323;5;"4 Marla";"For Sale";4;"07-03-2019";"";""
7988966;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_full_furnished_kanal_brand_new_bungalow_for_sale-7988966-1448-1.html";"House";52500000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;6;"1 Kanal";"For Sale";5;"06-03-2019";"Harum Real Estate & Builders";"Ahmad sheikh"
7990614;4537;"https://www.zameen.com/Property/lahore_sant_nagar_house_for_sale_in_sant_nagar-7990614-4537-1.html";"House";10000000;"Sant Nagar";"Lahore";"Punjab";31.569505;74.295473;4;"4 Marla";"For Sale";3;"07-03-2019";"";""
7991027;81;"https://www.zameen.com/Property/lahore_ferozepur_road_3_marla_house_for_sale-7991027-81-1.html";"House";4700000;"Ferozepur Road";"Lahore";"Punjab";31.502167;74.33344;3;"3 Marla";"For Sale";2;"07-03-2019";"";""
7991478;4506;"https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_house_for_sale-7991478-4506-1.html";"House";5200000;"Al Rehman Garden";"Lahore";"Punjab";31.598824;74.228218;5;"3 Marla";"For Sale";3;"07-03-2019";"";""
7994273;4258;"https://www.zameen.com/Property/township_township_sector_c1_10_marla_house_for_sale-7994273-4258-1.html";"House";19500000;"Township";"Lahore";"Punjab";31.444334;74.304698;4;"10 Marla";"For Sale";5;"07-03-2019";"";""
7994591;9432;"https://www.zameen.com/Property/askari_10_askari_10_sector_a_askari_home_for_sale-7994591-9432-1.html";"House";21800000;"Askari";"Lahore";"Punjab";31.537605;74.419;5;"10 Marla";"For Sale";4;"07-03-2019";"";""
7994786;377;"https://www.zameen.com/Property/lahore_samanabad_house_is_available_for_sale_in_samanabad-7994786-377-1.html";"House";15000000;"Samanabad";"Lahore";"Punjab";31.538054;74.29891;4;"10 Marla";"For Sale";5;"07-03-2019";"";""
7996319;3879;"https://www.zameen.com/Property/harbanspura_aamir_town_3_marla_house_with_3_shops_for_sale-7996319-3879-1.html";"House";5500000;"Harbanspura";"Lahore";"Punjab";31.57662254607;74.418978430331;1;"3 Marla";"For Sale";2;"07-03-2019";"";""
7996507;3964;"https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_block_g4_house_is_available_for_sale-7996507-3964-1.html";"House";7500000;"Johar Town";"Lahore";"Punjab";31.474389;74.269123;3;"12 Marla";"For Sale";3;"07-03-2019";"";""
7997230;1797;"https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_block_aa_brand_new_5_marla_house_for_sale-7997230-1797-1.html";"House";11500000;"Bahria Town";"Lahore";"Punjab";31.375514;74.172735;3;"5 Marla";"For Sale";3;"07-03-2019";"";""
8012323;1792;"https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_janiper_block_10_marla_house_for_sale_in_bahria_town_janiper_block_with_complete_basement-8012323-1792-1.html";"House";25500000;"Bahria Town";"Lahore";"Punjab";31.368955;74.179244;7;"10 Marla";"For Sale";6;"07-03-2019";"";""
8013426;4259;"https://www.zameen.com/Property/township_township_sector_c2_house_is_available_for_sale-8013426-4259-1.html";"House";8500000;"Township";"Lahore";"Punjab";31.480123613423;74.321779869497;4;"5 Marla";"For Sale";5;"07-03-2019";"";""
8013651;3525;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_hunza_block_10_marla_house_for_sale-8013651-3525-1.html";"House";30000000;"Allama Iqbal Town";"Lahore";"Punjab";31.513289;74.293585;6;"10 Marla";"For Sale";5;"07-03-2019";"";""
8020430;749;"https://www.zameen.com/Property/lahore_lalazar_9_marla_house_is_available_for_sale-8020430-749-1.html";"House";18000000;"Lalazar";"Lahore";"Punjab";31.466167;74.244961;5;"9 Marla";"For Sale";4;"07-03-2019";"";""
8023705;4503;"https://www.zameen.com/Property/lahore_qazi_town_3_marla_double_storey_house_for_sale-8023705-4503-1.html";"House";6500000;"Qazi Town";"Lahore";"Punjab";31.59495;74.470518;0;"3 Marla";"For Sale";0;"07-03-2019";"";""
8029290;3088;"https://www.zameen.com/Property/cantt_gulshan_ali_colony_brand_new_double_story_5_marla_house_for_sale_gulshan_colony_lahore-8029290-3088-1.html";"House";12000000;"Cantt";"Lahore";"Punjab";31.497161812706;74.413779973984;4;"5 Marla";"For Sale";3;"07-03-2019";"";""
8030121;93;"https://www.zameen.com/Property/lahore_johar_town_5_marla_corner_double_storey_house_for_sale-8030121-93-1.html";"House";12500000;"Johar Town";"Lahore";"Punjab";31.462347;74.293642;3;"5 Marla";"For Sale";3;"07-03-2019";"";""
8030314;1784;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_1_bed_apartment_for_sale_in_sector_c_bahria_town_lahore-8030314-1784-1.html";"Flat";5000000;"Bahria Town";"Lahore";"Punjab";31.374195;74.191482;1;"2.8 Marla";"For Sale";1;"04-04-2019";"The Property Edge";"Yasir Sheikh"
8036247;3733;"https://www.zameen.com/Property/eden_eden_palace_villas_house_is_available_for_sale-8036247-3733-1.html";"House";16500000;"Eden";"Lahore";"Punjab";31.441113;74.239683;4;"10 Marla";"For Sale";4;"06-26-2019";"Chaudhary Estate & Traders";"Zahid Jamil Shahid Jamil"
8039282;9886;"https://www.zameen.com/Property/lahore_ashraf_garden_house_is_available_for_sale-8039282-9886-1.html";"House";6000000;"Ashraf Garden";"Lahore";"Punjab";31.588834;74.471097;3;"4 Marla";"For Sale";2;"07-03-2019";"";""
8041805;3980;"https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_block_r1_double_storey_house_on_prime_location_in_johar_town-8041805-3980-1.html";"House";8500000;"Johar Town";"Lahore";"Punjab";31.455867;74.274273;3;"3 Marla";"For Sale";3;"07-03-2019";"";""
8044001;1225;"https://www.zameen.com/Property/eden_edenabad_10_marla_house_is_available_for_sale_in_edenabad-8044001-1225-1.html";"House";10500000;"Eden";"Lahore";"Punjab";31.375165;74.253992;0;"10 Marla";"For Sale";4;"06-25-2019";"Chaudhary Estate & Traders";"Ch Shahid Jamil"
8048060;4183;"https://www.zameen.com/Property/samanabad_samanabad_block_n_12_marla_house_for_sale_in_samanabad_n_block-8048060-4183-1.html";"House";25000000;"Samanabad";"Lahore";"Punjab";31.53425;74.30073;3;"12 Marla";"For Sale";3;"07-03-2019";"";""
8055087;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_10_marla_brand_new_fully_designer_bungalow__near_dha_office-8055087-1448-1.html";"House";30000000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;5;"10 Marla";"For Sale";4;"06-19-2019";"Harum Real Estate & Builders";"Sajid Ali"
8059103;3676;"https://www.zameen.com/Property/cantt_sarwar_road_beautifully_located_double_unit_bungalow_is_available_for_sale-8059103-3676-1.html";"House";59500000;"Cantt";"Lahore";"Punjab";31.52997;74.376383;0;"1.1 Kanal";"For Sale";8;"07-03-2019";"";""
8059145;781;"https://www.zameen.com/Property/lahore_military_accounts_housing_society_4_marla_brand_new_house_with_3_years_warranty-8059145-781-1.html";"House";8200000;"Military Accounts Housing Society";"Lahore";"Punjab";31.421266;74.283972;4;"4 Marla";"For Sale";4;"07-03-2019";"";""
8059795;1451;"https://www.zameen.com/Property/dha_defence_dha_phase_8_original_pics_10_marla_brand_new_designer_bungalow-8059795-1451-1.html";"House";28500000;"DHA Defence";"Lahore";"Punjab";31.494408;74.437666;6;"10 Marla";"For Sale";4;"06-26-2019";"Harum Real Estate & Builders";"Nouman Riaz"
8060679;4135;"https://www.zameen.com/Property/park_view_villas_park_view_villas_jade_block_5_marla_brand_new_house_for_sale-8060679-4135-1.html";"House";9500000;"Park View Villas";"Lahore";"Punjab";31.450248;74.200931;4;"10 Marla";"For Sale";4;"07-03-2019";"";""
8060985;1813;"https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_overseas_b_10_marla_new_construction_for_sale-8060985-1813-1.html";"House";22000000;"Bahria Town";"Lahore";"Punjab";31.371391;74.170096;6;"10 Marla";"For Sale";5;"07-03-2019";"";""
8065405;153;"https://www.zameen.com/Property/lahore_walton_road_double_storey_house_for_sale_at_walton_road-8065405-153-1.html";"House";11000000;"Walton Road";"Lahore";"Punjab";31.477098;74.35727;0;"7 Marla";"For Sale";0;"07-03-2019";"";""
8066071;11433;"https://www.zameen.com/Property/lahore_al_kabir_town_3_marla_double_storey_house_on_3_year_with_3_beds_for_sale_phase_2__al_kabir_town-8066071-11433-1.html";"House";6000000;"Al-Kabir Town";"Lahore";"Punjab";31.364343;74.213113;4;"3 Marla";"For Sale";3;"04-03-2019";"The Property Edge";"Usman Sheikh"
8066586;8446;"https://www.zameen.com/Property/lahore_bismillah_housing_scheme_5_marla_house_construction_completed_for_sale-8066586-8446-1.html";"House";4000000;"Bismillah Housing Scheme";"Lahore";"Punjab";31.598386;74.480821;4;"5 Marla";"For Sale";3;"07-03-2019";"";""
8066671;1459;"https://www.zameen.com/Property/lahore_nishat_colony_4_marla_2_floor_house_for_sale_in_nishat_colony-8066671-1459-1.html";"House";4300000;"Nishat Colony";"Lahore";"Punjab";31.496092;74.393234;2;"4 Marla";"For Sale";4;"07-03-2019";"";""
8067446;8;"https://www.zameen.com/Property/lahore_model_town_one_kanal_house_for_sale-8067446-8-1.html";"House";55000000;"Model Town";"Lahore";"Punjab";31.478891;74.329348;0;"1 Kanal";"For Sale";0;"07-03-2019";"";""
8067522;9281;"https://www.zameen.com/Property/main_canal_bank_road_sheranwala_heights_luxurious_apartment_on_5th_floor_corner_side_for_sale-8067522-9281-1.html";"Flat";6000000;"Main Canal Bank Road";"Lahore";"Punjab";31.412563;74.170745;0;"4.1 Marla";"For Sale";2;"07-03-2019";"";""
8068416;4576;"https://www.zameen.com/Property/lahore_college_road_4_marla_triple_storey_house_in_ahmad_avenue_college__road_lahore_butt_chowk-8068416-4576-1.html";"House";9500000;"College Road";"Lahore";"Punjab";31.422981;74.28193;4;"4 Marla";"For Sale";4;"07-03-2019";"";""
8068445;3648;"https://www.zameen.com/Property/canal_view_canal_view_phase_1_1_kanal_triple_storey_canal_view_housing_society_lahore-8068445-3648-1.html";"House";32500000;"Canal View";"Lahore";"Punjab";31.478928;74.253373;10;"1 Kanal";"For Sale";7;"07-03-2019";"";""
8075585;9206;"https://www.zameen.com/Property/lahore_aashiana_road_3_marla_brand_new_house_for_sale-8075585-9206-1.html";"House";4700000;"Aashiana Road";"Lahore";"Punjab";31.428051;74.37968;3;"3 Marla";"For Sale";3;"07-03-2019";"";""
8075615;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_brand_new_double_unit_corner_house_adjacent_to_mosque_and_community_center-8075615-3102-1.html";"House";39000000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;5;"14 Marla";"For Sale";4;"07-03-2019";"";""
8075743;3746;"https://www.zameen.com/Property/eme_society_eme_society_block_b_32_marla_old_house_is_available_for_sale_in_eme_society-8075743-3746-1.html";"House";55000000;"EME Society";"Lahore";"Punjab";31.431007;74.210658;6;"1.6 Kanal";"For Sale";6;"07-03-2019";"";""
8078059;490;"https://www.zameen.com/Property/lahore_ali_view_park_8_marla_double_storey_house-8078059-490-1.html";"House";14000000;"Ali View Park";"Lahore";"Punjab";31.494262;74.400187;4;"8 Marla";"For Sale";4;"07-03-2019";"";""
8081100;1487;"https://www.zameen.com/Property/lahore_divine_gardens_12_marla_5_beds_house_for_sale-8081100-1487-1.html";"House";26500000;"Divine Gardens";"Lahore";"Punjab";31.502385;74.414506;6;"12 Marla";"For Sale";5;"06-26-2019";"Ask Properties";"Haris"
8081133;1487;"https://www.zameen.com/Property/lahore_divine_gardens_5_marla_house_is_available_for_sale-8081133-1487-1.html";"House";10000000;"Divine Gardens";"Lahore";"Punjab";31.502385;74.414506;4;"5 Marla";"For Sale";3;"06-02-2019";"Ask Properties";"Haris"
8082403;1460;"https://www.zameen.com/Property/lahore_rail_town__canal_city__house_for_sale_7_33_marla_near_eme-8082403-1460-1.html";"House";15000000;"Rail Town (Canal City)";"Lahore";"Punjab";31.441643737814;74.20201420784;7;"7.3 Marla";"For Sale";5;"07-03-2019";"";""
8089129;4511;"https://www.zameen.com/Property/bahria_nasheman_bahria_nasheman_zinia_8_marla_house_for_sale_in_bahria_nasheman-8089129-4511-1.html";"House";15000000;"Bahria Nasheman";"Lahore";"Punjab";31.320611;74.403269;4;"8 Marla";"For Sale";6;"07-03-2019";"";""
8090804;1786;"https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_jasmine_block_10_marla_house_for_sale_at_bahria_town_lahore-8090804-1786-1.html";"House";20500000;"Bahria Town";"Lahore";"Punjab";31.375843;74.189715;7;"10 Marla";"For Sale";5;"07-03-2019";"";""
8091062;4420;"https://www.zameen.com/Property/lahore_punjab_small_industries_colony_5_marla_house_for_sale-8091062-4420-1.html";"House";8000000;"Punjab Small Industries Colony";"Lahore";"Punjab";31.476512;74.418805;4;"5 Marla";"For Sale";4;"07-03-2019";"";""
8091337;1215;"https://www.zameen.com/Property/lahore_ghaziabad_house_for_sale-8091337-1215-1.html";"House";3500000;"Ghaziabad";"Lahore";"Punjab";31.557474;74.395108;2;"2.5 Marla";"For Sale";3;"07-03-2019";"";""
8091668;783;"https://www.zameen.com/Property/lahore_shadbagh_house_for_sale-8091668-783-1.html";"House";27000000;"Shadbagh";"Lahore";"Punjab";31.602644;74.340019;6;"10.8 Marla";"For Sale";7;"07-03-2019";"";""
8092090;4174;"https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_block_k_semi_commercial_house_for_sale-8092090-4174-1.html";"House";18000000;"Sabzazar Scheme";"Lahore";"Punjab";31.520605;74.261212;3;"10 Marla";"For Sale";3;"07-03-2019";"";""
8092591;9358;"https://www.zameen.com/Property/lahore_kahna_house_for_sale_in_kahna__-8092591-9358-1.html";"House";3400000;"Kahna";"Lahore";"Punjab";31.373864;74.362316;2;"2.7 Marla";"For Sale";2;"07-03-2019";"";""
8096512;153;"https://www.zameen.com/Property/lahore_walton_road_10_marla_house_for_sale-8096512-153-1.html";"House";19000000;"Walton Road";"Lahore";"Punjab";31.477098;74.357271;3;"10 Marla";"For Sale";3;"07-03-2019";"";""
8096513;4510;"https://www.zameen.com/Property/lahore_bahria_nasheman_double_story_house_for_sale-8096513-4510-1.html";"House";8500000;"Bahria Nasheman";"Lahore";"Punjab";31.320354;74.403441;4;"5 Marla";"For Sale";3;"07-03-2019";"";""
8097725;12054;"https://www.zameen.com/Property/lahore_gulshan_park_2_5_marla_flat_for_sale_gulshan_park_lahore-8097725-12054-1.html";"Flat";2500000;"Gulshan Park";"Lahore";"Punjab";31.57134;74.394071;0;"2.5 Marla";"For Sale";0;"07-03-2019";"";""
8103936;1014;"https://www.zameen.com/Property/lahore_paragon_city_2_kanal_fully_furnished_corner_house_for_sale_in_paragon_city_extension-8103936-1014-1.html";"House";72500000;"Paragon City";"Lahore";"Punjab";31.534067;74.453945;7;"2 Kanal";"For Sale";7;"07-03-2019";"";""
8107098;1472;"https://www.zameen.com/Property/lahore_doctors_housing_society_10_marla_house_for_sale_in_prime_location_of_lahore_at_fair_price-8107098-1472-1.html";"House";15000000;"Doctors Housing Society";"Lahore";"Punjab";31.461139;74.233675;4;"10 Marla";"For Sale";3;"07-03-2019";"";""
8108337;1027;"https://www.zameen.com/Property/lahore_shahdara_double_storey_house_for_sale-8108337-1027-1.html";"House";3800000;"Shahdara";"Lahore";"Punjab";31.626564;74.281826;3;"3 Marla";"For Sale";3;"07-03-2019";"";""
8109038;1459;"https://www.zameen.com/Property/lahore_nishat_colony_nishat_colony_lahore_house_for_sale-8109038-1459-1.html";"House";2200000;"Nishat Colony";"Lahore";"Punjab";31.496092;74.393234;1;"2 Marla";"For Sale";2;"07-03-2019";"";""
8109682;67;"https://www.zameen.com/Property/lahore_canal_view_2_kanal_beautiful_house_for_sale_in_canal_view_housing_society-8109682-67-1.html";"House";65000000;"Canal View";"Lahore";"Punjab";31.476597;74.2563;5;"2 Kanal";"For Sale";4;"07-03-2019";"";""
8109873;4255;"https://www.zameen.com/Property/township_township_sector_a2_new_house_for_sale-8109873-4255-1.html";"House";9000000;"Township";"Lahore";"Punjab";31.453414;74.31623;5;"3 Marla";"For Sale";4;"07-03-2019";"";""
8118289;781;"https://www.zameen.com/Property/lahore_military_accounts_housing_society_military_accounts_house_for_sale-8118289-781-1.html";"House";14000000;"Military Accounts Housing Society";"Lahore";"Punjab";31.421266;74.283972;0;"8 Marla";"For Sale";0;"07-03-2019";"";""
8121131;3850;"https://www.zameen.com/Property/gulberg_mm_alam_road_square_one_apartment_flat_for_sale-8121131-3850-1.html";"Flat";7913000;"Gulberg";"Lahore";"Punjab";31.510471;74.350526;1;"1.7 Marla";"For Sale";1;"07-03-2019";"";""
8126100;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_1_kanal_brand_new_beautiful_bunglow_available_for_sale-8126100-3102-1.html";"House";44000000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;5;"1 Kanal";"For Sale";5;"07-03-2019";"";""
8127142;9206;"https://www.zameen.com/Property/lahore_aashiana_road_marbled_beautiful_clean_house_for_sale-8127142-9206-1.html";"House";3200000;"Aashiana Road";"Lahore";"Punjab";31.428051;74.379676;2;"4 Marla";"For Sale";2;"07-03-2019";"";""
8128025;1027;"https://www.zameen.com/Property/lahore_shahdara_beautiful_house_for_sale-8128025-1027-1.html";"House";2400000;"Shahdara";"Lahore";"Punjab";31.626564;74.281826;2;"3.5 Marla";"For Sale";3;"07-03-2019";"";""
8129732;1024;"https://www.zameen.com/Property/lahore_taj_bagh_scheme_double_storey_old_house_is_available_for_sale-8129732-1024-1.html";"House";5000000;"Taj Bagh Scheme";"Lahore";"Punjab";31.563252;74.413877;0;"4 Marla";"For Sale";0;"05-03-2019";"";""
8132431;9280;"https://www.zameen.com/Property/vital_homes_housing_scheme_vital_homes_cc_brand_new_house_3_marla_property_for_sale-8132431-9280-1.html";"House";6600000;"Vital Homes Housing Scheme";"Lahore";"Punjab";31.427946;74.343731;3;"3 Marla";"For Sale";3;"07-03-2019";"";""
8135693;81;"https://www.zameen.com/Property/lahore_ferozepur_road_900_sq_ft_flat_for_sale-8135693-81-1.html";"Flat";2700000;"Ferozepur Road";"Lahore";"Punjab";31.502167;74.33344;0;"4 Marla";"For Sale";2;"07-03-2019";"";""
8137201;4376;"https://www.zameen.com/Property/lahore_bilal_gunj_house_is_available_for_sale-8137201-4376-1.html";"House";9500000;"Bilal Gunj";"Lahore";"Punjab";31.580583;74.301438;3;"3 Marla";"For Sale";4;"07-03-2019";"";""
8137803;1024;"https://www.zameen.com/Property/lahore_taj_bagh_scheme_corner_house_is_available_in_taj_bajh_lahore-8137803-1024-1.html";"House";10000000;"Taj Bagh Scheme";"Lahore";"Punjab";31.564302120104;74.412031173706;0;"4 Marla";"For Sale";0;"07-02-2019";"";""
8144625;1812;"https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_overseas_a_1_kanal_double_unit_house_is_available_for_sale_in_bahria_town-8144625-1812-1.html";"House";42500000;"Bahria Town";"Lahore";"Punjab";31.379287;74.181304;0;"1 Kanal";"For Sale";5;"07-03-2019";"";""
8146101;562;"https://www.zameen.com/Property/lahore_sabzazar_scheme_double_storey_house_is_available_for_sale-8146101-562-1.html";"House";6200000;"Sabzazar Scheme";"Lahore";"Punjab";31.523532;74.263744;2;"3 Marla";"For Sale";4;"07-03-2019";"";""
8150716;9246;"https://www.zameen.com/Property/paragon_city_paragon_city_imperial_1_block_5_marla_house_for_sale-8150716-9246-1.html";"House";11000000;"Paragon City";"Lahore";"Punjab";31.528283;74.463143;4;"5 Marla";"For Sale";3;"07-03-2019";"";""
7022130;1482;"https://www.zameen.com/Property/d_h_a_dha_phase_5_3_bed_drawing_dinning_brand_new_flat_for_sale-7022130-1482-1.html";"Flat";12900000;"DHA Defence";"Karachi";"Sindh";24.810265;67.043552;3;"6.4 Marla";"For Sale";3;"06-20-2019";"Pioneer Associates";"Shoaib Moosa"
7023496;6837;"https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_13_flat_for_sale_in_erum_heights_shopping_mall-7023496-6837-1.html";"Flat";6200000;"Gulistan-e-Jauhar";"Karachi";"Sindh";24.912026;67.130733;3;"6 Marla";"For Sale";3;"10-20-2018";"";""
7026694;6702;"https://www.zameen.com/Property/federal_b_area_federal_b_area_block_18_park_facing_house_ground_2nd_floor_for_sale-7026694-6702-1.html";"House";24000000;"Federal B Area";"Karachi";"Sindh";24.945596;67.072513;0;"4.8 Marla";"For Sale";0;"07-18-2019";"";""
7039868;9135;"https://www.zameen.com/Property/karachi_fazaia_housing_scheme_bungalow_is_available_for_sale_in_fazaia_housing_scheme-7039868-9135-1.html";"House";6642000;"Fazaia Housing Scheme";"Karachi";"Sindh";25.075881668591;67.106037139893;3;"5 Marla";"For Sale";3;"05-06-2019";"AARCO Fazaia Authorized Dealer";"Altamash Memon"
7046764;1482;"https://www.zameen.com/Property/d_h_a_dha_phase_5_500_sq_yards_brand_new_bungalow-7046764-1482-1.html";"House";130000000;"DHA Defence";"Karachi";"Sindh";24.810265;67.043552;6;"1 Kanal";"For Sale";6;"03-19-2019";"Platinum Investments";"Amir Hamza Jamali"
7075847;1484;"https://www.zameen.com/Property/d_h_a_dha_phase_7_500_sq_yard_maintained_bungalow_in_dha_phase_7-7075847-1484-1.html";"House";85000000;"DHA Defence";"Karachi";"Sindh";24.821639;67.071691;5;"1 Kanal";"For Sale";5;"03-19-2019";"Platinum Investments";"Amir Hamza Jamali"
7076743;9135;"https://www.zameen.com/Property/karachi_fazaia_housing_scheme_fazaia_housing_scheme__275_square_yards_bungalow_for_sale-7076743-9135-1.html";"House";12500000;"Fazaia Housing Scheme";"Karachi";"Sindh";25.075881668591;67.106037139893;5;"11 Marla";"For Sale";4;"05-06-2019";"AARCO Fazaia Authorized Dealer";"Altamash Memon"
